SEQN,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH3,DMDEDUC2,DMDMARTL,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA
68862,2,1,3,7,,,8269.653573,9275.321266,1,101
68863,2,1,4,6,,,6319.053383,6623.952114,1,91
68864,2,2,57,2,1,1,29695.385784,37858.742479,2,91
68865,2,1,62,4,4,1,8460.109732,8526.287371,1,93
68866,2,1,22,2,4,6,31312.870743,31739.689334,2,90
68867,2,1,12,3,,,79897.505873,82468.209663,2,100
68868,2,2,80,3,4,1,47157.788417,52669.767304,2,95
68869,2,2,54,3,4,1,156728.884529,156630.502182,1,100
68870,2,2,0,4,,,4581.358327,4631.381361,2,97
68871,2,1,37,3,5,1,83239.679734,92023.913528,1,90
68872,2,1,34,1,3,1,39040.678458,40784.183756,2,98
68873,2,2,24,6,5,5,16131.725974,16820.579069,1,99
68874,2,1,55,2,3,3,32634.009061,33534.701149,2,91
68875,2,1,52,3,3,1,174520.785302,181786.280703,1,95
68876,2,2,78,3,3,1,81416.374938,89993.518978,1,97
68877,2,1,48,4,3,1,18533.049642,19387.053587,1,99
68878,2,1,2,2,,,10803.555682,10625.559962,2,94
68879,2,1,2,3,,,21718.301271,24669.801903,3,91
68880,2,1,15,7,,,59545.101745,58762.542429,1,102
68881,2,2,35,3,2,1,19498.713386,20960.418705,2,97
68882,2,2,48,4,5,1,16313.554006,16926.636803,1,103
68883,1,1,53,2,2,1,23431.677775,0,2,93
68884,2,2,54,4,3,5,24905.670199,26841.707501,2,101
68885,2,2,11,1,,,12481.057866,12612.274737,1,102
68886,2,2,44,3,5,1,83441.642088,87352.545854,1,99
68887,2,1,1,1,,,12493.910388,13386.323284,3,92
68888,2,1,74,4,4,6,9257.537917,9255.717695,1,99
68889,2,2,3,4,,,8674.686381,9059.886471,2,99
68890,2,2,8,1,,,22618.378147,23255.85994,2,102
68891,2,2,3,1,,,15308.9293,16274.054403,2,98
68892,2,1,75,3,3,1,8431.365248,9201.488687,1,96
68893,2,1,15,4,,,11023.237662,11433.168046,1,99
68894,2,1,36,7,4,1,65033.706797,66896.305599,1,102
68895,2,2,74,6,1,2,12813.709202,13258.116643,2,103
68896,2,1,4,4,,,8402.233801,8749.415211,2,97
68897,2,2,1,6,,,6184.163292,6116.466669,1,91
68898,2,1,3,2,,,13891.873932,13527.718832,2,97
68899,2,1,48,4,3,5,18790.641284,22550.069226,2,100
68900,2,1,7,3,,,49047.972936,54301.226542,1,93
68901,2,2,47,3,5,6,112011.120236,112121.110185,2,92
68902,2,2,78,4,4,2,12493.113557,12927.830854,2,99
68903,1,2,75,3,4,1,89167.746947,0,1,95
68904,2,1,6,4,,,7758.863533,8127.805304,2,99
68905,2,2,1,4,,,7618.827213,7815.48207,2,97
68906,2,2,16,1,,,12680.621719,13347.583861,2,90
68907,2,2,26,3,5,1,119412.590109,122441.098321,1,92
68908,2,2,59,4,3,1,15521.115746,16727.646581,2,100
68909,2,1,16,4,,,13416.172328,13513.882801,1,96
68910,2,1,74,2,2,1,17419.161186,17783.358691,1,102
68911,2,1,13,4,,,17606.165994,17558.40257,2,95
68912,2,2,80,6,1,2,9509.326077,9839.130289,3,91
68913,2,2,27,4,2,1,17260.508485,17587.688781,2,101
68914,2,2,52,3,3,1,38093.351998,47908.278929,2,91
68915,2,2,48,3,5,1,80418.665565,83274.564983,2,100
68916,2,1,56,1,1,1,37426.314738,38162.090079,3,92
68917,2,1,33,3,5,1,65331.560138,67202.689613,1,91
68918,2,1,55,1,1,5,22446.308035,22401.210337,2,94
68919,2,2,37,3,5,1,71034.153987,71525.773464,1,98
68920,2,2,48,4,4,5,17805.920521,18110.342663,2,93
68921,2,2,8,3,,,45129.675368,44994.093254,1,98
68922,2,2,74,3,3,1,88916.414931,91644.282892,1,101
68923,2,1,13,6,,,11506.937395,12032.024805,1,97
68924,2,1,20,3,4,5,104488.914565,106745.836574,1,98
68925,2,1,80,3,3,2,8286.407536,8892.303775,1,91
68926,2,2,3,6,,,6537.38756,6940.023785,1,92
68927,2,1,11,4,,,10669.652248,10854.743056,2,97
68928,2,1,41,4,2,5,19260.892847,19291.900704,2,97
68929,2,2,19,2,,,23968.380373,25913.276293,2,91
68930,2,2,6,4,,,8031.102104,8647.40073,2,100
68931,2,1,22,6,4,5,14424.961621,15273.975784,2,102
68932,2,1,4,4,,,10040.033098,11070.778245,1,100
68933,2,1,72,4,4,1,8517.336599,8684.171961,2,100
68934,2,2,47,1,1,4,35815.777398,36002.553631,1,94
68935,2,1,46,1,3,1,31233.526521,31366.480522,1,100
68936,2,2,36,4,3,5,26465.930618,28724.649216,2,100
68937,2,1,31,4,3,5,19185.622388,22768.505116,2,95
68938,2,1,9,1,,,11316.846999,12445.832216,3,91
68939,2,1,7,1,,,14820.807433,14905.891142,2,102
68940,2,2,2,2,,,11981.824297,12363.063282,2,91
68941,2,1,0,4,,,6780.545196,6884.61702,1,96
68942,2,2,14,4,,,12531.903464,12935.738352,2,100
68943,2,2,0,4,,,4099.350341,4144.110416,2,99
68944,2,2,79,2,4,3,20341.088581,21872.034752,1,93
68945,2,2,27,4,3,5,17568.277926,19062.73336,1,90
68946,2,2,64,3,3,1,82743.954233,85642.054874,2,91
68947,2,2,65,4,3,2,10033.449917,10806.84762,2,95
68948,2,2,36,3,4,1,86578.861495,89037.775585,2,101
68949,2,1,63,1,1,1,9145.939054,9651.644596,1,101
68950,2,2,38,1,2,6,39561.667842,38494.210933,2,98
68951,2,1,4,1,,,16775.083123,16973.400581,3,92
68952,2,2,80,3,5,2,56397.521122,64147.609457,2,91
68953,2,2,32,3,3,3,24919.497762,27697.191423,1,101
68954,2,2,1,4,,,10927.526143,11412.763748,2,102
68955,2,1,59,3,5,1,32720.69734,32680.7991,1,95
68956,2,2,14,3,,,28004.718304,30534.517049,1,94
68957,2,1,12,4,,,11351.725436,11256.943498,2,95
68958,2,1,12,1,,,30061.88611,32302.400867,1,92
68959,2,2,43,4,3,5,17777.254625,18901.462969,2,99
68960,2,2,10,2,,,15897.166957,16345.216522,2,102
68961,2,2,64,3,5,1,117419.769432,119338.215671,2,95
68962,2,1,14,6,,,11506.937395,12032.024805,1,97
68963,2,2,2,4,,,6306.491784,7047.470907,2,90
68964,2,1,20,4,3,5,19130.866571,19325.235628,2,99
68965,2,2,2,3,,,20820.221848,22126.060024,1,101
68966,2,2,63,4,4,5,11696.973403,11982.125462,2,97
68967,2,1,20,4,4,5,25815.880139,26503.609729,2,101
68968,2,1,12,1,,,22768.423624,22944.003607,3,92
68969,2,1,0,1,,,7040.676479,6971.095244,1,98
68970,2,1,11,1,,,13285.093011,13153.997889,2,94
68971,2,2,21,2,3,6,42583.505439,50840.190326,2,91
68972,2,2,60,2,1,1,11771.283932,12488.02543,1,90
68973,2,1,2,4,,,6837.992772,6921.398172,1,96
68974,2,1,10,4,,,10311.165779,10434.780551,2,98
68975,2,2,3,3,,,85197.465687,87881.529962,1,92
68976,2,1,44,7,5,1,12254.763576,12210.492386,2,90
68977,2,1,80,4,1,2,13251.84987,13511.423639,2,95
68978,2,1,39,3,4,1,113559.363135,120841.424294,2,102
68979,2,2,36,3,5,1,71034.153987,74518.988514,1,98
68980,2,1,20,1,2,1,35669.2076,36620.108921,2,94
68981,2,2,80,3,5,3,40870.323556,45647.400007,2,99
68982,2,2,27,6,3,1,17858.942687,18621.550977,1,97
68983,2,1,67,2,5,3,11568.876339,11794.347884,1,102
68984,2,2,0,3,,,21671.775435,21083.121886,1,101
68985,2,2,16,4,,,13895.342981,13964.270792,2,102
68986,2,2,18,4,,,18163.985724,21329.621847,2,101
68987,2,1,9,2,,,15882.795076,15889.831109,1,97
68988,2,1,72,4,1,4,8497.912951,8999.288803,2,100
68989,2,1,34,6,3,1,13601.994691,14463.629992,2,100
68990,2,1,53,1,1,1,22446.308035,22116.943066,2,91
68991,2,1,40,2,2,1,34152.149953,40351.498105,1,90
68992,2,2,53,4,4,1,17533.239798,17053.396696,2,99
68993,2,2,34,6,3,1,19005.010125,19043.816772,1,92
68994,2,1,19,3,,,74191.50646,74370.660378,1,98
68995,2,1,75,3,5,1,60942.568495,64726.722108,1,94
68996,2,1,24,6,4,5,14385.653726,15564.966804,2,101
68997,2,1,7,2,,,13599.766245,14493.354345,2,93
68998,2,2,43,4,5,1,15206.604563,15895.992431,2,90
68999,2,1,2,4,,,8022.100831,8353.575096,2,102
69000,2,1,13,3,,,26824.630008,26472.092796,1,95
69001,2,1,68,4,3,1,6038.685119,6274.869975,1,96
69002,2,1,8,1,,,13927.458372,14007.413517,2,98
69003,2,1,7,2,,,9390.522479,10327.334743,2,90
69004,2,1,16,1,,,18120.499457,19917.650851,1,90
69005,2,2,77,3,4,1,60723.387753,62586.321432,1,96
69006,2,2,38,3,4,3,95214.22557,95506.977757,1,97
69007,2,1,55,2,2,4,24211.824535,26078.926124,2,93
69008,1,2,65,2,4,1,9325.158469,0,1,93
69009,2,1,56,6,5,1,18416.819037,18519.889723,2,96
69010,2,2,80,4,4,3,13799.782578,14328.748539,2,103
69011,2,2,59,3,4,1,170311.62251,172039.874492,1,94
69012,2,1,1,2,,,8331.647763,8430.145707,2,90
69013,2,1,35,3,3,1,18876.596264,19790.278241,1,101
69014,2,1,78,3,4,1,60942.568495,64726.722108,1,91
69015,2,1,0,2,,,7328.080818,7255.659238,2,102
69016,2,2,13,4,,,14166.687432,14745.171396,1,100
69017,2,1,58,4,5,1,16695.743237,21107.492082,3,90
69018,2,1,39,4,2,6,16058.989596,16964.610342,2,97
69019,2,2,44,3,3,1,138322.767578,151356.795097,1,101
69020,2,1,42,1,4,1,35551.992846,35164.643493,3,91
69021,2,1,18,1,,,27186.265479,27336.512389,1,95
69022,2,2,48,3,4,1,42424.587753,44729.774642,2,102
69023,2,2,7,7,,,14676.903347,14493.499136,1,102
69024,2,1,65,4,5,3,11764.405491,12074.424659,1,97
69025,2,1,60,1,1,1,11937.570805,12597.633777,2,96
69026,2,2,1,1,,,9469.751474,10066.755659,1,102
69027,2,1,37,3,3,1,96536.931937,99301.799305,2,91
69028,2,1,0,1,,,7757.493251,8192.524698,3,92
69029,2,2,6,4,,,7631.175557,7797.231767,1,93
69030,1,1,36,3,4,6,22188.836739,0,1,101
69031,2,1,22,6,3,5,15196.92397,17064.888752,2,101
69032,2,2,64,1,1,2,6287.91334,6572.718606,2,92
69033,2,1,2,3,,,50064.977404,56868.769772,1,95
69034,2,1,33,2,2,6,36418.962534,36838.502529,2,93
69035,2,1,68,3,4,1,121588.761604,120347.630506,1,91
69036,2,1,76,4,2,1,8764.234393,9213.337166,2,98
69037,2,1,41,1,2,1,37402.70356,39181.236579,2,102
69038,2,2,29,3,5,1,99381.891022,103468.309204,2,92
69039,1,1,39,3,4,5,83081.99261,0,2,92
69040,2,2,46,3,5,1,92399.914697,92845.296279,2,92
69041,2,1,8,4,,,10311.165779,10516.173846,2,98
69042,2,1,33,2,3,6,43108.74283,43605.347908,2,91
69043,2,1,5,6,,,4526.77644,4888.797036,3,90
69044,2,2,0,2,,,7135.777159,7112.267328,1,90
69045,2,2,65,2,4,1,13676.984152,14509.761798,2,91
69046,2,1,3,6,,,8402.098771,9423.873047,3,91
69047,2,2,61,3,5,1,98514.948291,98181.677236,1,99
69048,2,2,11,3,,,18800.96526,18551.296274,1,94
69049,2,1,71,4,3,1,10776.442569,10987.528707,1,96
69050,2,2,1,3,,,39879.891371,42381.146401,1,91
69051,2,2,5,3,,,51483.624552,53105.566664,1,94
69052,1,2,40,3,4,1,115926.402585,0,1,101
69053,2,2,43,2,3,6,34503.935186,34683.870273,2,91
69054,2,1,43,3,3,1,19633.637051,21699.358471,2,95
69055,2,2,28,2,4,1,53638.260635,56251.206542,2,96
69056,2,1,39,6,5,1,13593.59406,14525.996816,2,90
69057,2,2,39,1,4,1,29148.354549,28361.870708,2,92
69058,2,1,43,1,1,6,37324.655911,39220.856657,1,102
69059,2,1,2,4,,,5662.231921,6243.536586,1,99
69060,2,1,20,3,4,5,137038.746155,146586.432966,2,101
69061,2,2,49,3,5,3,26105.275101,26256.723843,1,98
69062,2,2,70,6,3,2,10831.995402,11374.881633,3,90
69063,2,1,2,1,,,10803.555682,11221.222518,2,91
69064,2,2,6,4,,,11195.065587,11390.355382,2,96
69065,2,1,28,6,5,6,14313.345971,15171.949804,3,91
69066,2,1,74,3,4,1,60942.568495,64726.722108,1,94
69067,2,1,53,6,5,1,16590.074977,17115.36835,1,92
69068,2,2,39,6,5,1,16614.865368,17238.21833,3,91
69069,2,1,11,4,,,10269.191209,10473.364732,2,102
69070,2,2,4,6,,,6683.092466,6676.033575,3,91
69071,2,1,4,6,,,7580.437211,8294.186048,2,92
69072,1,2,0,6,,,6440.205112,0,2,103
69073,2,2,3,6,,,8052.137959,8043.633038,1,100
69074,2,1,19,1,,,26704.187335,28443.712885,1,95
69075,2,1,2,4,,,5163.141902,5376.483607,2,99
69076,2,1,18,3,,,24446.632088,24751.360191,1,94
69077,2,2,58,1,2,3,35630.227837,37045.269032,2,102
69078,2,2,59,2,5,5,27617.038547,29182.278408,1,93
69079,2,1,32,3,5,5,18683.628164,19333.389409,1,98
69080,2,1,16,4,,,17606.165994,18413.211403,2,101
69081,2,2,23,4,4,5,15992.133387,15205.505219,2,95
69082,2,1,8,1,,,14134.674028,14215.818763,1,96
69083,2,1,14,3,,,20051.633575,19994.174398,2,97
69084,2,1,2,4,,,10232.679671,10545.226242,2,101
69085,2,2,49,2,2,5,28065.587512,28753.959014,2,93
69086,2,2,25,3,5,1,104934.725755,111516.131691,2,98
69087,2,2,15,3,,,36586.371708,39087.782259,1,98
69088,2,2,67,2,4,1,10614.141896,11057.12801,2,93
69089,2,1,61,4,5,3,12170.074646,12490.78413,1,97
69090,2,1,2,3,,,20538.767297,24065.985233,2,95
69091,2,1,52,3,3,3,132969.642582,135979.403496,2,94
69092,2,2,0,3,,,16423.151355,17405.028297,1,99
69093,2,1,16,6,,,9099.599144,9725.105491,1,90
69094,2,1,3,3,,,21357.821814,24096.698658,2,96
69095,2,1,1,1,,,12387.68972,13272.515505,1,94
69096,1,1,12,4,,,13731.625553,0,1,100
69097,2,1,31,2,2,1,36946.697686,39295.803447,1,98
69098,2,1,14,1,,,18242.832494,18343.652859,1,102
69099,2,1,6,4,,,9399.447563,9986.021526,2,90
69100,1,2,77,4,5,1,14125.505993,0,1,99
69101,2,1,58,2,1,4,25042.846308,24675.381142,1,93
69102,2,2,61,2,3,1,5852.076897,6537.978856,2,90
69103,2,1,22,4,1,5,16995.648055,16598.645683,2,100
69104,2,1,5,1,,,14993.478359,14600.446315,1,97
69105,2,1,55,2,1,5,37557.946192,37006.841228,2,102
69106,2,2,0,7,,,7434.184594,7384.233557,1,93
69107,2,1,69,4,3,3,7323.703412,7380.991723,2,100
69108,2,1,30,3,2,5,20891.980831,22154.880695,2,97
69109,2,1,1,1,,,11793.948458,12249.904005,1,100
69110,2,2,56,1,3,3,24870.513993,25282.537357,2,98
69111,2,1,9,3,,,40950.556053,42121.524492,2,95
69112,2,2,23,6,4,5,16929.836231,18556.498474,2,101
69113,2,2,8,3,,,51531.402068,50847.086518,1,94
69114,2,2,37,3,3,1,84761.905629,91116.013503,1,95
69115,2,1,79,4,1,2,8517.336599,8684.171961,2,100
69116,2,1,14,3,,,88198.948426,91036.751291,1,98
69117,2,1,28,4,4,5,21399.459455,20960.973241,1,90
69118,2,1,11,6,,,4852.395137,5120.382571,1,99
69119,2,1,16,4,,,15008.400374,15566.530345,1,100
69120,2,2,39,4,4,1,27303.803575,27591.614113,1,96
69121,2,2,5,7,,,27257.164734,28966.726071,1,92
69122,2,1,16,4,,,10732.729133,10991.603368,3,90
69123,2,2,63,3,4,1,128590.415432,131137.819973,1,102
69124,2,2,19,6,,,10353.070387,10520.518116,2,101
69125,2,2,49,3,3,3,133853.800452,137185.265763,3,91
69126,2,1,3,3,,,77607.205684,90935.051698,1,98
69127,2,1,8,3,,,54897.892683,58386.014643,2,98
69128,2,1,8,4,,,9184.716222,9199.031651,1,102
69129,2,1,18,2,,,22721.243258,22896.459408,2,102
69130,2,1,47,3,3,1,31540.022655,39899.113022,2,91
69131,2,2,25,7,3,5,22941.698794,22487.759922,2,96
69132,2,1,6,4,,,11277.594097,11665.009628,1,90
69133,2,2,1,4,,,7623.406054,7742.751523,1,97
69134,2,2,2,4,,,5687.793894,6002.477845,2,90
69135,1,1,40,6,5,1,17210.953493,0,1,91
69136,2,2,36,1,4,6,36453.846815,35470.245447,1,102
69137,2,1,56,4,4,1,15760.921402,15756.795819,3,90
69138,2,2,16,3,,,71832.578284,73443.760792,1,92
69139,2,2,17,2,,,27070.679378,27847.54398,1,92
69140,2,1,80,3,3,1,44862.41765,53799.51702,1,92
69141,2,1,80,4,1,1,8497.912951,8999.288803,1,96
69142,2,1,72,3,5,2,38226.070503,39676.327756,1,99
69143,2,2,10,4,,,7489.549692,8064.290136,2,100
69144,2,2,71,2,3,2,14936.784897,17875.873101,2,94
69145,2,1,18,1,,,15469.666055,15805.71937,2,92
69146,2,1,41,7,3,3,28361.113525,28406.771707,1,97
69147,2,1,39,6,5,1,17605.619977,18470.699991,3,91
69148,2,1,5,3,,,73006.119819,83450.013654,1,101
69149,2,1,62,4,3,3,7791.74373,7821.068134,1,91
69150,2,2,6,4,,,8757.841043,9104.895674,2,101
69151,2,1,57,3,5,1,119599.307776,123574.267321,1,93
69152,2,1,21,4,3,5,17420.978407,17743.990528,2,97
69153,2,1,10,4,,,10229.206765,10406.656985,1,96
69154,2,1,66,3,3,3,29999.543427,32474.673757,2,91
69155,2,2,9,3,,,74327.830279,75742.187091,2,91
69156,2,1,12,3,,,84860.612577,85065.529717,2,98
69157,2,2,21,3,3,5,112960.559471,113970.503883,1,94
69158,2,1,44,3,2,1,32719.762791,33772.872733,1,91
69159,2,2,22,2,5,5,35424.746838,36356.556801,2,93
69160,2,1,17,1,,,27186.265479,27776.842846,1,92
69161,2,1,20,3,2,6,22233.683089,25178.838093,1,102
69162,2,1,72,2,4,5,12250.041239,12463.587232,2,100
69163,2,2,10,7,,,9007.62445,9504.796896,2,102
69164,2,2,80,3,5,2,51433.469947,56330.524019,1,98
69165,2,1,72,6,5,1,18239.933451,19545.291055,2,102
69166,2,1,60,4,5,1,6038.685119,6085.921613,1,96
69167,2,2,80,3,2,2,27681.279,30792.259764,1,91
69168,2,1,75,4,1,4,8902.117734,9243.371936,1,97
69169,2,1,10,4,,,10122.702296,10604.04698,2,100
69170,2,2,51,1,1,1,22224.73066,22340.630739,2,91
69171,2,2,40,2,4,5,32281.860274,32750.128834,2,93
69172,2,2,65,1,4,3,9570.416297,9969.842041,2,98
69173,2,1,14,4,,,14848.504688,14877.861397,1,98
69174,2,2,12,4,,,11838.873374,11750.256617,2,100
69175,2,2,32,2,4,1,27127.983961,26396.013964,2,90
69176,2,2,57,4,3,6,26668.458882,26828.838508,2,102
69177,2,1,66,3,5,1,121588.761604,120347.630506,1,91
69178,2,2,28,6,4,5,10800.351372,11472.015663,2,92
69179,1,2,14,4,,,15847.19263,0,1,98
69180,2,2,1,4,,,7348.24433,7906.792868,2,95
69181,2,2,37,3,1,5,90299.161173,91599.679037,1,95
69182,2,2,8,2,,,10762.400563,12070.126078,2,90
69183,2,1,6,1,,,10658.399025,10722.994279,1,102
69184,2,1,56,3,2,1,32720.69734,34082.896551,1,92
69185,2,1,60,2,2,1,6449.12882,6552.435629,2,93
69186,1,1,5,4,,,9016.053035,0,2,100
69187,2,2,22,2,1,5,31196.446669,31060.57243,2,99
69188,2,2,8,7,,,9620.269705,10273.007637,2,91
69189,2,1,3,4,,,10040.033098,10162.494907,1,100
69190,2,2,80,4,9,2,14971.827573,15430.401607,2,97
69191,2,1,0,1,,,7757.493251,8192.524698,3,92
69192,2,2,0,7,,,9288.555962,9478.459453,1,95
69193,2,2,12,2,,,19480.517135,20370.224649,2,94
69194,2,2,6,4,,,10332.067017,11124.939356,1,100
69195,2,2,10,3,,,14935.786363,14737.445343,2,94
69196,2,1,27,7,4,5,32866.0119,33575.905633,1,98
69197,2,2,2,1,,,8832.868731,8863.029978,1,102
69198,2,2,13,1,,,18368.872199,20151.001259,2,94
69199,2,1,60,6,2,4,6814.038157,7682.939373,2,91
69200,2,1,34,6,5,1,22957.82581,23425.428596,2,102
69201,2,2,44,6,5,1,20834.783335,21091.811515,2,94
69202,2,1,9,1,,,17882.621856,17720.218058,3,92
69203,2,2,66,4,5,3,8308.628726,8679.600111,2,95
69204,2,2,16,3,,,30430.369428,31312.351655,3,92
69205,2,2,47,6,3,1,14872.222375,15689.845848,2,92
69206,1,1,80,2,1,1,13654.270555,0,2,93
69207,2,2,30,4,3,5,27381.645976,29718.515739,2,95
69208,2,2,80,3,2,1,25840.959268,29976.982116,1,101
69209,1,2,47,3,4,3,35469.911999,0,2,91
69210,2,1,23,4,5,5,25815.880139,26556.735732,2,101
69211,2,1,0,6,,,8377.359485,8321.07116,2,96
69212,2,1,38,1,2,4,41241.224595,41716.316195,2,102
69213,2,2,47,3,5,1,27349.117265,27628.99562,2,93
69214,2,2,0,4,,,4137.127382,4416.757179,2,97
69215,2,2,9,1,,,19194.228411,19883.529671,2,96
69216,2,1,35,4,4,1,22937.913723,23137.542903,1,100
69217,2,2,16,7,,,31716.869763,32129.640601,1,101
69218,2,2,2,1,,,9132.13761,10082.124987,1,103
69219,2,1,4,2,,,15915.595287,17052.411707,2,96
69220,2,2,21,7,2,6,52280.406546,52747.829022,1,92
69221,2,2,51,6,5,1,17950.494975,18684.288461,1,92
69222,2,1,6,3,,,47178.298856,52231.302145,2,95
69223,2,1,24,3,5,5,100722.771154,105550.354971,2,92
69224,2,2,59,2,1,6,18341.621382,19145.40337,2,90
69225,2,2,17,1,,,17544.592739,19246.751055,3,92
69226,2,2,10,4,,,7588.605543,8103.359102,1,99
69227,2,2,62,4,4,5,14994.337564,15663.818698,1,100
69228,2,1,17,3,,,61479.689958,61628.148021,2,100
69229,2,1,43,3,4,1,93164.281583,96130.599912,2,95
69230,2,2,8,1,,,15962.145468,16412.026403,3,92
69231,2,1,10,4,,,12701.072484,14129.347101,2,91
69232,2,1,0,2,,,6837.213048,7220.636221,2,91
69233,2,2,2,3,,,26167.521666,28880.852575,1,93
69234,2,1,8,4,,,12176.538896,12609.8265,2,97
69235,2,2,3,7,,,27969.562936,30869.748923,3,91
69236,2,1,33,3,4,1,18417.587863,18945.077049,2,97
69237,2,2,49,2,5,1,46417.079566,46883.794079,1,97
69238,2,2,5,3,,,54058.97777,57449.540919,1,90
69239,2,2,19,6,,,9200.381964,9723.240452,2,101
69240,2,2,7,7,,,8504.389189,9345.267202,2,93
69241,2,1,36,6,5,5,19332.808712,19683.545891,1,90
69242,1,1,25,2,2,5,44074.735764,0,2,91
69243,2,2,45,3,5,1,105483.169118,109229.181554,1,93
69244,1,2,10,4,,,7899.813226,0,2,100
69245,2,2,29,4,5,5,21398.47235,20994.797177,1,103
69246,2,1,19,7,,,7672.605662,7940.039559,1,93
69247,2,2,80,7,4,3,12344.929687,12774.490696,1,93
69248,2,2,43,6,3,1,18255.735511,22006.513457,2,91
69249,2,1,34,4,2,5,19923.530941,20672.635795,2,95
69250,2,2,56,4,5,2,17622.141982,18017.336291,2,95
69251,2,2,5,1,,,14665.744588,16191.375588,2,96
69252,2,1,11,1,,,14820.807433,15173.085782,2,102
69253,2,2,45,2,2,3,36457.299109,41822.014095,1,90
69254,2,1,4,1,,,15835.271712,16336.527884,1,100
69255,2,1,80,3,5,1,42993.150248,46481.579201,1,92
69256,2,1,56,7,2,1,32720.69734,34082.896551,1,101
69257,2,2,25,4,4,5,24344.236685,23945.277508,2,96
69258,2,2,51,4,5,1,21621.615608,21991.273471,1,100
69259,2,1,30,7,5,5,84910.063417,90031.493834,2,96
69260,2,2,3,6,,,4882.863582,4877.706148,1,99
69261,2,2,51,3,4,5,27769.056387,28050.845299,1,94
69262,2,2,2,1,,,12871.484115,13281.030392,2,102
69263,2,1,73,1,1,1,14673.422679,15506.302145,2,98
69264,2,1,69,4,5,1,11212.469396,11300.176858,1,100
69265,2,2,11,1,,,17053.854294,17233.146259,3,92
69266,2,1,27,4,2,6,17265.374984,17186.028516,2,93
69267,2,1,29,3,5,1,94165.180484,100725.804227,2,99
69268,2,2,11,4,,,11076.064101,11269.278002,2,102
69269,2,1,16,3,,,91343.020442,91081.271456,1,98
69270,2,1,66,6,4,1,9048.959172,9513.611982,1,93
69271,2,1,1,1,,,12569.23571,12239.751631,2,102
69272,2,2,43,2,1,6,32606.880052,32776.922157,2,93
69273,2,1,5,4,,,8890.779467,9258.147648,3,91
69274,2,2,21,4,5,5,18446.691823,17539.327743,1,90
69275,2,1,13,4,,,11351.725436,11265.8817,2,95
69276,2,1,16,1,,,22768.423624,22886.980387,2,98
69277,2,1,24,6,5,5,14313.345971,15171.949804,3,91
69278,2,2,78,4,5,3,13549.492282,14020.967918,2,93
69279,2,2,58,3,5,1,126314.769628,126413.297707,2,95
69280,2,2,80,3,3,2,22419.63376,27869.657009,1,94
69281,2,1,3,3,,,76114.759421,89186.300704,1,98
69282,2,2,19,3,,,31627.471241,33789.841724,1,101
69283,2,2,73,4,2,3,10298.451562,11068.740647,1,93
69284,2,1,53,2,4,3,26651.800212,26887.922292,2,92
69285,2,2,26,3,4,5,37537.641876,38018.476349,2,97
69286,2,1,39,6,5,5,19096.438335,22378.694988,1,93
69287,2,1,54,3,4,1,173139.914798,174527.091604,1,95
69288,2,2,69,4,2,1,9518.80186,10252.529496,2,100
69289,2,2,5,2,,,15979.952759,16987.381382,2,102
69290,2,2,1,1,,,9955.153132,10990.75621,2,94
69291,2,1,0,6,,,4326.150649,4507.366261,1,99
69292,2,1,12,3,,,109750.935844,116575.440818,1,94
69293,2,1,9,3,,,23188.935049,25672.571973,3,91
69294,2,1,5,4,,,6946.177172,7374.968672,2,90
69295,2,1,49,3,4,5,28813.038041,30658.109612,1,94
69296,2,2,6,6,,,9849.323746,10517.603056,2,91
69297,2,2,7,2,,,13498.913367,14670.348602,2,93
69298,2,1,1,4,,,6429.93791,7090.057975,1,90
69299,2,1,72,4,2,1,14781.102246,16162.46005,1,97
69300,2,1,23,4,4,5,25815.880139,29159.620934,2,101
69301,2,2,64,3,4,1,99831.393624,101809.075589,2,94
69302,2,2,14,4,,,17373.928778,17416.718116,2,96
69303,2,2,12,1,,,29109.978779,29945.36646,3,92
69304,2,1,11,3,,,44777.275016,47565.734765,1,91
69305,2,1,14,4,,,12462.601191,12584.643654,2,97
69306,2,2,0,4,,,7123.540273,7201.320939,2,101
69307,2,1,58,4,2,3,21168.33083,21825.00909,2,99
69308,2,1,12,4,,,11351.725436,11256.943498,2,95
69309,2,2,45,7,4,6,27149.46917,27176.128744,1,94
69310,2,2,18,2,,,16896.101801,17234.594007,1,93
69311,2,2,16,1,,,20502.928313,21226.512457,3,92
69312,1,2,6,2,,,13257.060167,0,2,90
69313,2,1,1,4,,,6580.937346,6661.20735,2,97
69314,2,1,50,4,2,1,16117.991297,17081.203544,1,96
69315,1,1,11,3,,,15653.970322,0,1,91
69316,2,2,17,6,,,7588.544207,7881.983727,3,91
69317,2,2,3,4,,,10447.689164,11241.830083,1,102
69318,2,1,4,4,,,11324.865632,11670.771889,2,96
69319,2,1,42,4,3,5,18790.641284,19715.999527,2,100
69320,2,2,58,1,4,1,29087.427528,29444.125326,1,101
69321,2,1,55,4,5,1,21390.017054,21518.859775,2,99
69322,2,1,34,3,3,6,22188.836739,24460.137584,1,92
69323,2,1,63,4,3,5,7903.072331,8212.17704,2,99
69324,2,1,42,3,4,1,153755.392794,158780.137655,1,91
69325,2,2,36,6,5,6,20039.469886,21176.851739,1,97
